Species_ID,Bishop_DB_Match,TSN,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Scientific_name,taxonRank,Authority,Synonym,Authority_Source,Citation,Common_name,Code,Life_form,Life_cycle,Omit_in_NPSpecies,Complete,Update_date,Update_by,Update_comments,TSN_park,Park,Park_common_name,Life_form_park,Nativeness,Distribution,Conservation_status,Update_date_park,Update_by_park,Update_comments_park
20100315154438-594495534.896851,Yes,17853,Polypodiales,Blechnaceae,Sadleria ,souleyetiana,NA,Sadleria souleyetiana,species,(Gaudich.) T. Moore,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,‘Ama‘u,SADSOU,Tree Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,17853,KALA,‘ama‘u,Tree Fern,Native,end,NA,NA,NA,NA
20100315154438-594495534.896851,Yes,17853,Polypodiales,Blechnaceae,Sadleria ,souleyetiana,NA,Sadleria souleyetiana,species,(Gaudich.) T. Moore,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,‘Ama‘u,SADSOU,Tree Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,17853,HAVO,‘ama‘u,Tree Fern,Native,end,NA,NA,NA,NA
20100315154438-594605445.861816,No,523697,Cyperales,Poaceae,Bromus ,hordeaceus,ssp. hordeaceus,Bromus hordeaceus ssp. hordeaceus,subspecies,NA,NA,NA,NA,soft chess,BROHOR,Grass,Annual,FALSE,FALSE,NA,NA,NA,523697,KALA,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-594605445.861816,No,523697,Cyperales,Poaceae,Bromus ,hordeaceus,ssp. hordeaceus,Bromus hordeaceus ssp. hordeaceus,subspecies,NA,NA,NA,NA,soft chess,BROHOR,Grass,Annual,FALSE,FALSE,NA,NA,NA,523697,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-595106184.482574,Yes,181800,Polypodiales,Polypodiaceae,Adenophorus ,tamariscinus,var. tamariscinus,Adenophorus tamariscinus var. tamariscinus,varietas,(Kaulf.) Hook. & Grev. ,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,wahini noho mauna,ADETAM2,Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,181800,KALA,wahine noho mauna,Fern,Native,end,,NA,NA,NA
20100315154438-595106184.482574,Yes,181800,Polypodiales,Polypodiaceae,Adenophorus ,tamariscinus,var. tamariscinus,Adenophorus tamariscinus var. tamariscinus,varietas,(Kaulf.) Hook. & Grev. ,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,wahini noho mauna,ADETAM2,Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,181800,HALE,wahine noho mauna,Fern,Native,end,,NA,NA,NA
20100315154438-595245480.537415,No,784875,Cyperales,Poaceae,Schedonorus,arundinaceus,NA,Schedonorus arundinaceus,species,(Schreb.) Dumort.,Festuca arundinacea Schreb.,Wagner et al. 2012,"Wagner et al., 1997; Oppenheimer, 2003; Herbst et al., 2004; Snow, 2008",reed fescue,SCHARU,Grass,Perennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",784875,HALE,reed fescue,Grass,Non-Native,nat,NA,NA,NA,NA
20100315154438-595245480.537415,No,784875,Cyperales,Poaceae,Schedonorus,arundinaceus,NA,Schedonorus arundinaceus,species,(Schreb.) Dumort.,Festuca arundinacea Schreb.,Wagner et al. 2012,"Wagner et al., 1997; Oppenheimer, 2003; Herbst et al., 2004; Snow, 2008",reed fescue,SCHARU,Grass,Perennial,FALSE,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",784875,HAVO,reed fescue,Grass,Non-Native,nat,NA,NA,NA,NA
20100315154438-595674037.93335,No,28887,Sapindales,Rutaceae,Citrus ,X paradisi,NA,Citrus X paradisi,hybrid,NA,NA,NA,NA,grapefruit,CITPAR,Tree Shrub,Perennial,FALSE,FALSE,NA,NA,NA,28887,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-596094548.70224,No,-9791978,Polypodiales,Hymenophyllaceae,Trichomanes ,asae-grayi,NA,Trichomanes asae-grayi,species,NA,NA,NA,NA,NA,TRIASA,Herb,Perennial,FALSE,FALSE,NA,NA,NA,-9791978,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-596437752.246857,Yes,822757,Urticales,Urticaceae,Procris ,pedunculata,NA,Procris pedunculata,species,(J.R. Forst. & G. Forst.) Wedd.,NA,Wagner et al. 2012,"Frohlich & Lau, 2008",fua lole,PROPED,NA,NA,FALSE,FALSE,2013-12-12T15:30:01Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation data.",822757,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-59677302.8373718,Yes,17656,Polypodiales,Polypodiaceae,Phlebodium ,aureum,NA,Phlebodium aureum,species,(L.) J. Sm.,NA,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,golden polypody,PHLAUR,Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,17656,HALE,rabbit's-foot fern,Fern,Non-Native,nat,NA,NA,NA,NA
