"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName.x","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match","bish_scientificName.y","bish_all_synonyms_alphabetical","bish_synonyms_abbreviated"
"2142","20100315154438-662791013.717651","Yes",19527,"Caryophyllales","Phytolaccaceae","Phytolacca","octandra",NA,"Phytolacca octandra","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","southern pokeberry","PHYOCT","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",19527,"KALA","pokeberry","Herb","Non-Native","nat",NA,NA,NA,NA,"Phytolacca octandra","L.","B80CA4BC-9B77-48A1-8BA6-7C05535A99D3","Phytolacca octandra","L.","Accepted","B80CA4BC-9B77-48A1-8BA6-7C05535A99D3","Accepted","323293-2","C59708DD-2CA1-49AF-9D31-9C2034B06573","Phytolacca octandra","L.","Sp. Pl. ed. 2: 631 (1762)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Phytolaccaceae","Phytolacca","NULL","octandra","NULL","NULL","NULL","NULL","pokeweed, southern pokeberry","Yes","Phytolacca octandra","Phytolacca acinosa (Misapplied), Phytolacca americana var. mexicana, Phytolacca octandra var. grandifolia","Phytolacca acinosa (Misapplied), P. americana var. mexicana, P. octandra var. grandifolia"
"2143","20100315154438-662973940.372467","No",535376,"Euphorbiales","Euphorbiaceae","Euphorbia","olowaluana","var. gracilis","Euphorbia olowaluana var. gracilis","varietas",NA,NA,NA,NA,NA,"EUPOLO","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,535376,"HAVO",NA,NA,"Native",NA,NA,NA,NA,NA,"Euphorbia olowaluana var. gracilis","","A0FA45C1-4EA1-4C83-2EB1-96377C190840","Euphorbia olowaluana var. gracilis","(Rock) Sherff","Heterotypic_Synonym","0724AA5A-130E-4163-A805-BA80C2887695","Accepted","347582-1","40F65E4A-A79E-490F-B304-A7D2FB22F58C","Euphorbia olowaluana","Sherff","Bot. Gaz. 97: 580 (1936)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Malpighiales","Euphorbiaceae","Euphorbia","NULL","olowaluana","NULL","NULL","Near Threatened","NULL","‘akoko [akoko], ‘ekoko [ekoko], koko, kōkōmālei [kokomalei]","Yes","Euphorbia olowaluana","Chamaesyce olowaluana, Chamaesyce olowaluana f. leiocarpa, Chamaesyce olowaluana var. gracilis, Chamaesyce olowaluana var. lepidifolia, Chamaesyce olowaluana var. lepidofolia, Euphorbia lorifolia var. gracilis, Euphorbia olowaluana f. gracilis, Euphorbia olowaluana f. leiocarpa, Euphorbia olowaluana f. polycephala, Euphorbia olowaluana var. gracilis, Euphorbia olowaluana var. lepidifolia, Euphorbia olowaluana var. lepidofolia, Euphorbia olowaluana var. typica","Euphorbia olowaluana f. gracilis, E. olowaluana f. polycephala, E. olowaluana f. leiocarpa, E. olowaluana var. gracilis, E. olowaluana var. lepidofolia, E. olowaluana var. typica, E. olowaluana var. lepidifolia, Chamaesyce olowaluana f. leiocarpa,"
"2144","20100315154438-664695858.955383","Yes",37305,"Asterales","Asteraceae","Emilia","sonchifolia",NA,"Emilia sonchifolia","species","(L.) DC.",NA,"Contr. Bot. India: 24 (1834)","Wagner et al. 1990:312 (K, O, M); Oppenheimer & Bartlett 2002:4 (H)","Flora's paintbrush","EMISON3","Herb","Annual",FALSE,FALSE,2023-07-27 12:15:59,"Jacob Gross",NA,37305,"KAHO","Flora's paintbrush, lilac tasselflower","Herb","Non-Native","nat",NA,2023-07-27,"Jacob Gross",NA,"Emilia sonchifolia","(L.) DC.","BC48651A-D9B9-48C0-9660-693B72483989","Emilia sonchifolia","(L.) DC.","Accepted","BC48651A-D9B9-48C0-9660-693B72483989","Accepted","203080-1","5FEC64D0-16FA-4120-9531-8506E51FAAF9","Emilia sonchifolia","(L.) DC.","R.Wight, Contr. Bot. India: 24 (1834)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Emilia","NULL","sonchifolia","NULL","NULL","NULL","NULL","Flora's paintbrush","Yes","Emilia sonchifolia","Cacalia sonchifolia, Crassocephalum sonchifolium, Emilia sonchifolia var. typica","Emilia sonchifolia var. typica, Cacalia sonchifolia, Crassocephalum sonchifolium"
"2145","20100315154438-664695858.955383","Yes",37305,"Asterales","Asteraceae","Emilia","sonchifolia",NA,"Emilia sonchifolia","species","(L.) DC.",NA,"Contr. Bot. India: 24 (1834)","Wagner et al. 1990:312 (K, O, M); Oppenheimer & Bartlett 2002:4 (H)","Flora's paintbrush","EMISON3","Herb","Annual",FALSE,FALSE,2023-07-27 12:15:59,"Jacob Gross",NA,37305,"HAVO","Flora's paintbrush, lilac tasselflower","Herb","Non-Native","nat",NA,2023-07-27,"Jacob Gross",NA,"Emilia sonchifolia","(L.) DC.","BC48651A-D9B9-48C0-9660-693B72483989","Emilia sonchifolia","(L.) DC.","Accepted","BC48651A-D9B9-48C0-9660-693B72483989","Accepted","203080-1","5FEC64D0-16FA-4120-9531-8506E51FAAF9","Emilia sonchifolia","(L.) DC.","R.Wight, Contr. Bot. India: 24 (1834)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Emilia","NULL","sonchifolia","NULL","NULL","NULL","NULL","Flora's paintbrush","Yes","Emilia sonchifolia","Cacalia sonchifolia, Crassocephalum sonchifolium, Emilia sonchifolia var. typica","Emilia sonchifolia var. typica, Cacalia sonchifolia, Crassocephalum sonchifolium"
"2146","20100315154438-664695858.955383","Yes",37305,"Asterales","Asteraceae","Emilia","sonchifolia",NA,"Emilia sonchifolia","species","(L.) DC.",NA,"Contr. Bot. India: 24 (1834)","Wagner et al. 1990:312 (K, O, M); Oppenheimer & Bartlett 2002:4 (H)","Flora's paintbrush","EMISON3","Herb","Annual",FALSE,FALSE,2023-07-27 12:15:59,"Jacob Gross",NA,37305,"PUHE","Flora's paintbrush, lilac tasselflower","Herb","Non-Native","nat",NA,2023-07-27,"Jacob Gross",NA,"Emilia sonchifolia","(L.) DC.","BC48651A-D9B9-48C0-9660-693B72483989","Emilia sonchifolia","(L.) DC.","Accepted","BC48651A-D9B9-48C0-9660-693B72483989","Accepted","203080-1","5FEC64D0-16FA-4120-9531-8506E51FAAF9","Emilia sonchifolia","(L.) DC.","R.Wight, Contr. Bot. India: 24 (1834)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Emilia","NULL","sonchifolia","NULL","NULL","NULL","NULL","Flora's paintbrush","Yes","Emilia sonchifolia","Cacalia sonchifolia, Crassocephalum sonchifolium, Emilia sonchifolia var. typica","Emilia sonchifolia var. typica, Cacalia sonchifolia, Crassocephalum sonchifolium"
"2147","20100315154438-664695858.955383","Yes",37305,"Asterales","Asteraceae","Emilia","sonchifolia",NA,"Emilia sonchifolia","species","(L.) DC.",NA,"Contr. Bot. India: 24 (1834)","Wagner et al. 1990:312 (K, O, M); Oppenheimer & Bartlett 2002:4 (H)","Flora's paintbrush","EMISON3","Herb","Annual",FALSE,FALSE,2023-07-27 12:15:59,"Jacob Gross",NA,37305,"PUHO","Flora's paintbrush, lilac tasselflower","Herb","Non-Native","nat",NA,2023-07-27,"Jacob Gross",NA,"Emilia sonchifolia","(L.) DC.","BC48651A-D9B9-48C0-9660-693B72483989","Emilia sonchifolia","(L.) DC.","Accepted","BC48651A-D9B9-48C0-9660-693B72483989","Accepted","203080-1","5FEC64D0-16FA-4120-9531-8506E51FAAF9","Emilia sonchifolia","(L.) DC.","R.Wight, Contr. Bot. India: 24 (1834)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Emilia","NULL","sonchifolia","NULL","NULL","NULL","NULL","Flora's paintbrush","Yes","Emilia sonchifolia","Cacalia sonchifolia, Crassocephalum sonchifolium, Emilia sonchifolia var. typica","Emilia sonchifolia var. typica, Cacalia sonchifolia, Crassocephalum sonchifolium"
"2148","20100315154438-664893627.166748","Yes",39118,"Commelinales","Xyridaceae","Xyris","complanata",NA,"Xyris complanata","species","R.Br.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i yelloweyed grass","XYRCOM","Herb","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",39118,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Xyris complanata","R.Br.","493D4E0B-25C7-420B-8C0E-61628AF9A6F5","Xyris complanata","R.Br.","Accepted","493D4E0B-25C7-420B-8C0E-61628AF9A6F5","Accepted","871397-1","01EC265E-A67B-4409-8241-E3C2B2AFC98D","Xyris complanata","R.Br.","Prodr. Fl. Nov. Holland.: 256 (1810)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Xyridaceae","Xyris","NULL","complanata","NULL","NULL","Least Concern","NULL","yellow-eyed grass","Yes","Xyris complanata","Xyris anceps, Xyris elongata, Xyris laevis, Xyris malaccensis, Xyris scabra, Xyris walkeri","Xyris laevis, X. scabra, X. malaccensis, X. elongata, X. walkeri, X. anceps"
"2149","20100315154438-665517807.006836","Yes",503741,"Fabales","Fabaceae","Melilotus","indicus",NA,"Melilotus indicus","species","(L.) All.","Melilotus indica","2012 Bishop Museum Technical Report 60; ITIS","Wagner et al. 1990","clover","MELIND","Herb","Annual",FALSE,FALSE,2018-01-11 05:57:00,"Kelly Kozar","1/11/18:  Updated to accepted scientific name. Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",503741,"KALA",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Melilotus indicus","(L.) All.","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Melilotus indicus","(L.) All.","Accepted","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Accepted","1207360-2","0B604E18-59A2-4EE9-A3D2-8C3F4075FEA4","Melilotus indicus","(L.) All.","Fl. Pedem. 1: 308 (1785)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Melilotus","NULL","indicus","NULL","NULL","NULL","NULL","yellow sweet clover","Yes","Melilotus indicus","Medicago parviflora, Melilotus berardii, Melilotus bonplandii, Melilotus boumettii, Melilotus brachystachyus, Melilotus exaltatus, Melilotus indica, Melilotus indicus subsp. permixtus, Melilotus indicus var. bonplandii, Melilotus indicus var. exaltatus, Melilotus indicus var. laxiflorus, Melilotus indicus var. parvulus, Melilotus indicus var. permixtus, Melilotus melilotus-indicus, Melilotus minimus, Melilotus neapolitanus var. macrocarpus, Melilotus occidentalis, Melilotus parviflora, Melilotus parviflorus, Melilotus parviflorus var. rubrocalyx, Melilotus permixtus, Melilotus reticulatus, Melilotus robinii, Melilotus rugulosus, Melilotus tommasinii, Sertula indica, Trifolium indicum, Trifolium melilotus, Trifolium melilotus-indica, Trifolium melilotus-parviflorum, Trifolium parviflorum, Trifolium rugulosum, Trigonella berardii, Trigonella melilotus, Trigonella smallii","Melilotus indicus var. laxiflorus, M. indicus var. bonplandii, M. indicus var. permixtus, M. indicus subsp. permixtus, M. indicus var. parvulus, M. indicus var. exaltatus, Trifolium melilotus, M. rugulosus, M. parviflorus var. rubrocalyx, M."
"2150","20100315154438-665517807.006836","Yes",503741,"Fabales","Fabaceae","Melilotus","indicus",NA,"Melilotus indicus","species","(L.) All.","Melilotus indica","2012 Bishop Museum Technical Report 60; ITIS","Wagner et al. 1990","clover","MELIND","Herb","Annual",FALSE,FALSE,2018-01-11 05:57:00,"Kelly Kozar","1/11/18:  Updated to accepted scientific name. Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",503741,"HALE",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Melilotus indicus","(L.) All.","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Melilotus indicus","(L.) All.","Accepted","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Accepted","1207360-2","0B604E18-59A2-4EE9-A3D2-8C3F4075FEA4","Melilotus indicus","(L.) All.","Fl. Pedem. 1: 308 (1785)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Melilotus","NULL","indicus","NULL","NULL","NULL","NULL","yellow sweet clover","Yes","Melilotus indicus","Medicago parviflora, Melilotus berardii, Melilotus bonplandii, Melilotus boumettii, Melilotus brachystachyus, Melilotus exaltatus, Melilotus indica, Melilotus indicus subsp. permixtus, Melilotus indicus var. bonplandii, Melilotus indicus var. exaltatus, Melilotus indicus var. laxiflorus, Melilotus indicus var. parvulus, Melilotus indicus var. permixtus, Melilotus melilotus-indicus, Melilotus minimus, Melilotus neapolitanus var. macrocarpus, Melilotus occidentalis, Melilotus parviflora, Melilotus parviflorus, Melilotus parviflorus var. rubrocalyx, Melilotus permixtus, Melilotus reticulatus, Melilotus robinii, Melilotus rugulosus, Melilotus tommasinii, Sertula indica, Trifolium indicum, Trifolium melilotus, Trifolium melilotus-indica, Trifolium melilotus-parviflorum, Trifolium parviflorum, Trifolium rugulosum, Trigonella berardii, Trigonella melilotus, Trigonella smallii","Melilotus indicus var. laxiflorus, M. indicus var. bonplandii, M. indicus var. permixtus, M. indicus subsp. permixtus, M. indicus var. parvulus, M. indicus var. exaltatus, Trifolium melilotus, M. rugulosus, M. parviflorus var. rubrocalyx, M."
"2151","20100315154438-665517807.006836","Yes",503741,"Fabales","Fabaceae","Melilotus","indicus",NA,"Melilotus indicus","species","(L.) All.","Melilotus indica","2012 Bishop Museum Technical Report 60; ITIS","Wagner et al. 1990","clover","MELIND","Herb","Annual",FALSE,FALSE,2018-01-11 05:57:00,"Kelly Kozar","1/11/18:  Updated to accepted scientific name. Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",503741,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Melilotus indicus","(L.) All.","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Melilotus indicus","(L.) All.","Accepted","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Accepted","1207360-2","0B604E18-59A2-4EE9-A3D2-8C3F4075FEA4","Melilotus indicus","(L.) All.","Fl. Pedem. 1: 308 (1785)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Melilotus","NULL","indicus","NULL","NULL","NULL","NULL","yellow sweet clover","Yes","Melilotus indicus","Medicago parviflora, Melilotus berardii, Melilotus bonplandii, Melilotus boumettii, Melilotus brachystachyus, Melilotus exaltatus, Melilotus indica, Melilotus indicus subsp. permixtus, Melilotus indicus var. bonplandii, Melilotus indicus var. exaltatus, Melilotus indicus var. laxiflorus, Melilotus indicus var. parvulus, Melilotus indicus var. permixtus, Melilotus melilotus-indicus, Melilotus minimus, Melilotus neapolitanus var. macrocarpus, Melilotus occidentalis, Melilotus parviflora, Melilotus parviflorus, Melilotus parviflorus var. rubrocalyx, Melilotus permixtus, Melilotus reticulatus, Melilotus robinii, Melilotus rugulosus, Melilotus tommasinii, Sertula indica, Trifolium indicum, Trifolium melilotus, Trifolium melilotus-indica, Trifolium melilotus-parviflorum, Trifolium parviflorum, Trifolium rugulosum, Trigonella berardii, Trigonella melilotus, Trigonella smallii","Melilotus indicus var. laxiflorus, M. indicus var. bonplandii, M. indicus var. permixtus, M. indicus subsp. permixtus, M. indicus var. parvulus, M. indicus var. exaltatus, Trifolium melilotus, M. rugulosus, M. parviflorus var. rubrocalyx, M."
"2152","20100315154438-665517807.006836","Yes",503741,"Fabales","Fabaceae","Melilotus","indicus",NA,"Melilotus indicus","species","(L.) All.","Melilotus indica","2012 Bishop Museum Technical Report 60; ITIS","Wagner et al. 1990","clover","MELIND","Herb","Annual",FALSE,FALSE,2018-01-11 05:57:00,"Kelly Kozar","1/11/18:  Updated to accepted scientific name. Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",503741,"PUHE",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Melilotus indicus","(L.) All.","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Melilotus indicus","(L.) All.","Accepted","5136C888-BF4F-4EA7-BB91-B995AC694CE2","Accepted","1207360-2","0B604E18-59A2-4EE9-A3D2-8C3F4075FEA4","Melilotus indicus","(L.) All.","Fl. Pedem. 1: 308 (1785)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Melilotus","NULL","indicus","NULL","NULL","NULL","NULL","yellow sweet clover","Yes","Melilotus indicus","Medicago parviflora, Melilotus berardii, Melilotus bonplandii, Melilotus boumettii, Melilotus brachystachyus, Melilotus exaltatus, Melilotus indica, Melilotus indicus subsp. permixtus, Melilotus indicus var. bonplandii, Melilotus indicus var. exaltatus, Melilotus indicus var. laxiflorus, Melilotus indicus var. parvulus, Melilotus indicus var. permixtus, Melilotus melilotus-indicus, Melilotus minimus, Melilotus neapolitanus var. macrocarpus, Melilotus occidentalis, Melilotus parviflora, Melilotus parviflorus, Melilotus parviflorus var. rubrocalyx, Melilotus permixtus, Melilotus reticulatus, Melilotus robinii, Melilotus rugulosus, Melilotus tommasinii, Sertula indica, Trifolium indicum, Trifolium melilotus, Trifolium melilotus-indica, Trifolium melilotus-parviflorum, Trifolium parviflorum, Trifolium rugulosum, Trigonella berardii, Trigonella melilotus, Trigonella smallii","Melilotus indicus var. laxiflorus, M. indicus var. bonplandii, M. indicus var. permixtus, M. indicus subsp. permixtus, M. indicus var. parvulus, M. indicus var. exaltatus, Trifolium melilotus, M. rugulosus, M. parviflorus var. rubrocalyx, M."
"2153","20100315154438-665849447.250366","No",523919,"Campanulales","Campanulaceae","Cyanea","copelandii","ssp. haleakalaensis","Cyanea copelandii ssp. haleakalaensis","subspecies","Rock; (H.St.John) Lammers",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","treetrunk cyanea","CYACOP","Vine","Perennial",FALSE,FALSE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",523919,"HALE",NA,NA,"Native","end",NA,NA,NA,NA,"Cyanea copelandii subsp. haleakalaensis","Rock; (H.St.John) Lammers","6F4C9E3C-5DBC-46E5-A596-CADD0DE717E4","Cyanea copelandii subsp. haleakalaensis","(H.St.John) Lammers","Accepted","6F4C9E3C-5DBC-46E5-A596-CADD0DE717E4","Accepted","954738-1","2BBD25A6-05EA-4961-BCDF-5EDBE592D0FC","Cyanea copelandii subsp. haleakalaensis","(H.St.John) Lammers","Syst. Bot. 12: 501 (1988)","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Campanulaceae","Cyanea","NULL","copelandii","haleakalaensis","Endangered","Endangered","B1ab(i,iii,iv,v)","hāhā","Yes","Cyanea copelandii subsp. haleakalaensis","Cyanea haleakalaensis, Delissea haleakalaensis","Delissea haleakalaensis, Cyanea haleakalaensis"
"2154","20100315154438-666606307.029724","Yes",20994,"Polygonales","Polygonaceae","Antigonon","leptopus",NA,"Antigonon leptopus","species","Hook. & Arn.",NA,"Wagner et al. 2012","Bruegmann, pers. comm., 1998; Starr et al., 2002, 2006","Mexican creeper, mountain rose","ANTLEP","Vine","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",20994,"KALA",NA,"Vine","Non-Native","nat",NA,NA,NA,NA,"Antigonon leptopus","Hook. & Arn.","D5C0BC3F-6B3F-4B9B-97DC-B2478B66BDEE","Antigonon leptopus","Hook. & Arn.","Accepted","D5C0BC3F-6B3F-4B9B-97DC-B2478B66BDEE","Accepted","15860-2","5B093C94-2F76-45C6-8323-8937A951668D","Antigonon leptopus","Hook. & Arn.","Bot. Beechey Voy.: 308 (1838)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Polygonaceae","Antigonon","NULL","leptopus","NULL","NULL","NULL","NULL","chain-of-love, confederate vine, hearts-on-a-chain, Mexican creeper, mountain rose","Yes","Antigonon leptopus","Antigonon amabile, Antigonon cordatum, Antigonon platypus, Corculum leptopum, Corculum leptopus, Corculum leptopus var. album, Polygonum cirrhosum","Corculum leptopus var. album, C. leptopus, Antigonon cordatum, A. platypus, C. leptopum, Polygonum cirrhosum, A. amabile"
"2155","20100315154438-666606307.029724","Yes",20994,"Polygonales","Polygonaceae","Antigonon","leptopus",NA,"Antigonon leptopus","species","Hook. & Arn.",NA,"Wagner et al. 2012","Bruegmann, pers. comm., 1998; Starr et al., 2002, 2006","Mexican creeper, mountain rose","ANTLEP","Vine","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",20994,"HALE",NA,"Vine","Non-Native","nat",NA,NA,NA,NA,"Antigonon leptopus","Hook. & Arn.","D5C0BC3F-6B3F-4B9B-97DC-B2478B66BDEE","Antigonon leptopus","Hook. & Arn.","Accepted","D5C0BC3F-6B3F-4B9B-97DC-B2478B66BDEE","Accepted","15860-2","5B093C94-2F76-45C6-8323-8937A951668D","Antigonon leptopus","Hook. & Arn.","Bot. Beechey Voy.: 308 (1838)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Polygonaceae","Antigonon","NULL","leptopus","NULL","NULL","NULL","NULL","chain-of-love, confederate vine, hearts-on-a-chain, Mexican creeper, mountain rose","Yes","Antigonon leptopus","Antigonon amabile, Antigonon cordatum, Antigonon platypus, Corculum leptopum, Corculum leptopus, Corculum leptopus var. album, Polygonum cirrhosum","Corculum leptopus var. album, C. leptopus, Antigonon cordatum, A. platypus, C. leptopum, Polygonum cirrhosum, A. amabile"
"2156","20100315154438-667468309.402466","Yes",529930,"Fabales","Fabaceae","Pueraria","montana","var. lobata","Pueraria montana var. lobata","varietas","(Lour.) Merr.; (Willd.) Maesen & S.M.Almeida ex Sanjappa & Pradeep","Pueraria lobata (Willd.) Ohwi var. lobata","2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Herbst & Wagner 1999; Frohlich & Lau 2012","acha, kudzu, nepalem","PUEMON",NA,NA,FALSE,FALSE,2013-12-12 15:38:12,"Kelly Kozar","Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",529930,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Pueraria montana var. lobata","(Lour.) Merr.; (Willd.) Maesen & S.M.Almeida ex Sanjappa & Pradeep","8CAD94AE-3C1E-4B12-9BBB-95E882EF2DA2","Pueraria montana var. lobata","(Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","Accepted","8CAD94AE-3C1E-4B12-9BBB-95E882EF2DA2","Accepted","967441-1","3FD91548-7B26-472E-B851-A04C845C16ED","Pueraria montana var. lobata","(Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","M.Sanjappa, Legumes India: 288 (1992)","variety","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Pueraria","NULL","montana","lobata","NULL","NULL","NULL","kudzu","Yes","Pueraria montana var. lobata","Dioclea odorata, Dolichos hirsutus, Dolichos lobatus, Dolichos trilobus, Neustanthus chinensis, Pachyrhizus thunbergianus, Phaseolus aconitifolius, Phaseolus cornutus, Phaseolus ficifolius, Phaseolus lobatus, Phaseolus trilobus, Pueraria argyi, Pueraria bodinieri, Pueraria caerulea, Pueraria chinensis, Pueraria harmsii, Pueraria hirsuta, Pueraria koten, Pueraria lobata, Pueraria lobata var. chinensis, Pueraria lobata var. lobata, Pueraria montana subsp. lobata, Pueraria montana var. chinensis, Pueraria novoguineensis, Pueraria pseudohirsuta, Pueraria thunbergiana, Pueraria thunbergii, Pueraria thunbergii f. alba, Pueraria triloba, Pueraria triloba var. leucostachya, Pueraria volkensii, Vigna lobata","Pueraria lobata, P. montana var. chinensis, P. montana subsp. lobata, P. lobata var. lobata, P. lobata var. chinensis, Dolichos trilobus, P. triloba, P. triloba var. leucostachya, P. thunbergii f. alba, P. thunbergii, P. hirsuta, P. thunbergiana,"
"2157","20100315154438-667851448.059082","Yes",501806,"Fabales","Fabaceae","Crotalaria","micans",NA,"Crotalaria micans","species","Link",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Caracas rattlebox","CROMIC","Subshrub","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",501806,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Crotalaria micans","Link","7C186602-3817-44DE-A5AD-0CDBC211C184","Crotalaria micans","Link","Accepted","7C186602-3817-44DE-A5AD-0CDBC211C184","Accepted","322606-2","FE6E2844-7A50-4B2A-80BA-52226C1E7F91","Crotalaria micans","Link","Enum. Hort. Berol. Alt. 2: 228 (1822)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Crotalaria","NULL","micans","NULL","NULL","Least Concern","NULL","rattlepod","Yes","Crotalaria micans","Crotalaria anagyroides, Crotalaria anagyroides var. angustifolia, Crotalaria anagyroides var. minor, Crotalaria brachystachya, Crotalaria brachystachys, Crotalaria dombeyana, Crotalaria stipulata, Crotalaria triphylla","Crotalaria anagyroides, C. anagyroides var. minor, C. anagyroides var. angustifolia, C. brachystachys, C. stipulata, C. triphylla, C. brachystachya, C. dombeyana"
