"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName.x","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match","bish_scientificName.y","bish_all_synonyms_alphabetical","bish_synonyms_abbreviated"
"2158","20100315154438-668291568.756104","Yes",192125,"Polypodiales","Aspleniaceae","Asplenium","contiguum","var. contiguum","Asplenium contiguum var. contiguum","varietas","Kaulf.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","pamoho","ASPCON1","Fern","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",192125,"KALA","Asplenium contiguum var. contiguum","Fern","Native","end",NA,NA,NA,NA,"Asplenium contiguum var. contiguum","Kaulf.","F3EB3F5E-1C6D-45E6-A894-C42F21817497","Asplenium contiguum var. contiguum","NULL","Accepted","F3EB3F5E-1C6D-45E6-A894-C42F21817497","Accepted","NULL","9F9CFA80-3FB2-4644-B4F7-E178FB104F93","Asplenium contiguum var. contiguum","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","NULL","contiguum","contiguum","NULL","NULL","NULL","NULL","Yes","Asplenium contiguum var. contiguum","Asplenium contiguum var. filiforme, Asplenium contiguum var. laciniatum","Asplenium contiguum var. filiforme, A. contiguum var. laciniatum"
"2159","20100315154438-668291568.756104","Yes",192125,"Polypodiales","Aspleniaceae","Asplenium","contiguum","var. contiguum","Asplenium contiguum var. contiguum","varietas","Kaulf.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","pamoho","ASPCON1","Fern","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",192125,"HALE","Asplenium contiguum var. contiguum","Fern","Native","end",NA,NA,NA,NA,"Asplenium contiguum var. contiguum","Kaulf.","F3EB3F5E-1C6D-45E6-A894-C42F21817497","Asplenium contiguum var. contiguum","NULL","Accepted","F3EB3F5E-1C6D-45E6-A894-C42F21817497","Accepted","NULL","9F9CFA80-3FB2-4644-B4F7-E178FB104F93","Asplenium contiguum var. contiguum","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","NULL","contiguum","contiguum","NULL","NULL","NULL","NULL","Yes","Asplenium contiguum var. contiguum","Asplenium contiguum var. filiforme, Asplenium contiguum var. laciniatum","Asplenium contiguum var. filiforme, A. contiguum var. laciniatum"
"2160","20100315154438-668291568.756104","Yes",192125,"Polypodiales","Aspleniaceae","Asplenium","contiguum","var. contiguum","Asplenium contiguum var. contiguum","varietas","Kaulf.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","pamoho","ASPCON1","Fern","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",192125,"HAVO","forest spleenwort","Fern","Native","end",NA,NA,NA,NA,"Asplenium contiguum var. contiguum","Kaulf.","F3EB3F5E-1C6D-45E6-A894-C42F21817497","Asplenium contiguum var. contiguum","NULL","Accepted","F3EB3F5E-1C6D-45E6-A894-C42F21817497","Accepted","NULL","9F9CFA80-3FB2-4644-B4F7-E178FB104F93","Asplenium contiguum var. contiguum","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","NULL","contiguum","contiguum","NULL","NULL","NULL","NULL","Yes","Asplenium contiguum var. contiguum","Asplenium contiguum var. filiforme, Asplenium contiguum var. laciniatum","Asplenium contiguum var. filiforme, A. contiguum var. laciniatum"
"2161","20100315154438-668507516.384125","Yes",36954,"Asterales","Asteraceae","Centaurea","cyanus",NA,"Centaurea cyanus","species","L.",NA,"Wagner et al. 2012","Wagner & Herbst, 1995; Staples et al., 2003","bachelor's button","CENCYA","Herb","Annual",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",36954,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Centaurea cyanus","L.","5233B04B-7017-4CCE-B567-9EB8271F5527","Centaurea cyanus","L.","Accepted","5233B04B-7017-4CCE-B567-9EB8271F5527","Accepted","190310-1","7B26C2E6-152B-4370-A04F-4984325F6E14","Centaurea cyanus","L.","Sp. Pl.: 911 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Centaurea","NULL","cyanus","NULL","NULL","NULL","NULL","bachelor's button, cornflower, garden cornflower","Yes","Centaurea cyanus","Centaurea concinna, Centaurea cyaneum, Centaurea cyanocephala, Centaurea cyanus subsp. coa, Centaurea cyanus var. denudata, Centaurea hoffmanniana, Centaurea hortorum, Centaurea lanata, Centaurea pulcherrima, Centaurea pulchra, Centaurea rhizocephala, Centaurea segetalis, Centaurea umbrosa, Cyanus arvensis, Cyanus cyanus, Cyanus dentato-folius, Cyanus segetum, Cyanus vulgaris, Jacea segetalis, Jacea segetum, Leucacantha cyanus, Setachna cyanus","Centaurea cyanus subsp. coa, C. cyanus var. denudata, C. pulcherrima, C. concinna, C. segetalis, Jacea segetalis, C. hortorum, Cyanus segetum, Setachna cyanus, C. arvensis, C. lanata, C. dentato-folius, C. rhizocephala, Leucacantha cyanus, C."
"2162","20100315154438-669069707.393646","Yes",29478,"Apiales","Apiaceae","Daucus","pusillus",NA,"Daucus pusillus","species","Michx.",NA,"Wagner et al. 2012","Lorence et al., 1995","American wild carrot","DAUPUS","Herb","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",29478,"HAVO","american carrot","Herb","Non-Native","nat?",NA,NA,NA,NA,"Daucus pusillus","Michx.","AB34B7F3-5CA5-4353-9542-071C58AC99F5","Daucus pusillus","Michx.","Accepted","AB34B7F3-5CA5-4353-9542-071C58AC99F5","Accepted","841198-1","5BAB9812-BABD-4A2C-9D10-8CC6B2BD6799","Daucus pusillus","Michx.","Fl. Bor.-Amer. 1: 164 (1803)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Apiales","Apiaceae","Daucus","NULL","pusillus","NULL","NULL","Least Concern","NULL","American carrot","Yes","Daucus pusillus","Babiron pusillum, Daucus arcanus, Daucus australis, Daucus brevifolius, Daucus hispidifolius, Daucus montevidensis, Daucus scaber, Daucus scadiophylus","Daucus australis, D. scaber, D. arcanus, Babiron pusillum, D. montevidensis, D. scadiophylus, D. brevifolius, D. hispidifolius"
"2163","20100315154438-669188022.613525","Yes",23062,"Capparales","Brassicaceae","Brassica","oleracea",NA,"Brassica oleracea","species",NA,NA,NA,NA,"italian broccoli, brussel sprouts, cauliflower","BRAOLE4","Herb","Annual",FALSE,FALSE,NA,NA,NA,23062,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Brassica oleracea","","875A1E3C-9D72-49E5-91C0-B441DF8A382F","Brassica oleracea","L.","Accepted","875A1E3C-9D72-49E5-91C0-B441DF8A382F","Accepted","279435-1","F4D7B3DB-3BF3-43D8-BEA9-13296D2B5F94","Brassica oleracea","L.","Sp. Pl.: 667 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Brassicales","Brassicaceae","Brassica","NULL","oleracea","NULL","NULL","Data Deficient","NULL","brussel sprout, cabbage, kale, kohlrabi","Yes","Brassica oleracea","Brassica alba, Brassica alboglabra, Brassica arborea, Brassica bullata, Brassica campestris subsp. sylvestris, Brassica capitala, Brassica capitata, Brassica cauliflora, Brassica caulorapa, Brassica cephala, Brassica cretica convar. italica, Brassica fimbriata, Brassica florida, Brassica gemmifera, Brassica laciniata, Brassica maritima, Brassica millecapitata, Brassica muscovita, Brassica odorata, Brassica oleracea convar. acephala, Brassica oleracea convar. bullata, Brassica oleracea convar. capitata, Brassica oleracea convar. caulorapa, Brassica oleracea convar. costata, Brassica oleracea convar. fruticosa, Brassica oleracea convar. gemmifera, Brassica oleracea f. azurea, Brassica oleracea f. dissecta, Brassica oleracea f. exaltata, Brassica oleracea f. pyramidalis, Brassica oleracea f. rubra, Brassica oleracea f. salinaria, Brassica oleracea f. selenisia, Brassica oleracea f. violascens, Brassica oleracea f. viridis, Brassica oleracea proles capitata, Brassica oleracea proles gongylodes, Brassica oleracea proles viridis, Brassica oleracea stirps acephala, Brassica oleracea stirps bullata, Brassica oleracea stirps capitata, Brassica oleracea stirps caulorapa, Brassica oleracea stirps sylvestris, Brassica oleracea subsp. acephala, Brassica oleracea subsp. bullata, Brassica oleracea subsp. capitata, Brassica oleracea subsp. caulorapa, Brassica oleracea subsp. fruticosa, Brassica oleracea subsp. gemmifera, Brassica oleracea subsp. gongylodes, Brassica oleracea subsp. laevis, Brassica oleracea subvar. alba, Brassica oleracea subvar. alba-praecox, Brassica oleracea subvar. albida, Brassica oleracea subvar. aurata, Brassica oleracea subvar. brumalis, Brassica oleracea subvar. communis, Brassica oleracea subvar. compressa, Brassica oleracea subvar. conica, Brassica oleracea subvar. crassa, Brassica oleracea subvar. crispa, Brassica oleracea subvar. cymosa, Brassica oleracea subvar. cymosa-albida, Brassica oleracea subvar. cymosa-violacea, Brassica oleracea subvar. humilis, Brassica oleracea subvar. laciniata, Brassica oleracea subvar. major, Brassica oleracea subvar. maxima, Brassica oleracea subvar. minor, Brassica oleracea subvar. nepenthiformis, Brassica oleracea subvar. parva-praecox, Brassica oleracea subvar. pinnata, Brassica oleracea subvar. praecox, Brassica oleracea subvar. procerior, Brassica oleracea subvar. purpurascens, Brassica oleracea subvar. rubra, Brassica oleracea subvar. rubra-minor, Brassica oleracea subvar. sabauda, Brassica oleracea subvar. sabellica, Brassica oleracea subvar. sphaerica, Brassica oleracea subvar. subacuta, Brassica oleracea subvar. turionensis, Brassica oleracea subvar. versicolor, Brassica oleracea subvar. violacea, Brassica oleracea subvar. viridis, Brassica oleracea subvar. vulgaris, Brassica oleracea var. aberdeenea, Brassica oleracea var. acephala, Brassica oleracea var. albiflora, Brassica oleracea var. alboglabra, Brassica oleracea var. aloides, Brassica oleracea var. ardeina, Brassica oleracea var. asparagoides, Brassica oleracea var. atrorubens, Brassica oleracea var. aurata, Brassica oleracea var. bardovicensis, Brassica oleracea var. bullata, Brassica oleracea var. capitata, Brassica oleracea var. cauliflora, Brassica oleracea var. chamaegongyla, Brassica oleracea var. chamjodusa, Brassica oleracea var. chlorusa, Brassica oleracea var. communis, Brassica oleracea var. conica, Brassica oleracea var. costata, Brassica oleracea var. crispa, Brassica oleracea var. culinarum, Brassica oleracea var. depressa, Brassica oleracea var. dinojodusa, Brassica oleracea var. elliptica, Brassica oleracea var. erythrobotrys, Brassica oleracea var. fimbriata, Brassica oleracea var. flandrica, Brassica oleracea var. frutescens, Brassica oleracea var. gemmifera, Brassica oleracea var. germanorum, Brassica oleracea var. glomerosa, Brassica oleracea var. gongylodes, Brassica oleracea var. grangei, Brassica oleracea var. herbacea, Brassica oleracea var. italica, Brassica oleracea var. jodocephala, Brassica oleracea var. jodogongyla, Brassica oleracea var. kashmiriana, Brassica oleracea var. laciniata, Brassica oleracea var. longa, Brassica oleracea var. loudonii, Brassica oleracea var. luteola, Brassica oleracea var. macrocephala, Brassica oleracea var. macrogongyla, Brassica oleracea var. magniportana, Brassica oleracea var. major, Brassica oleracea var. maritima, Brassica oleracea var. media, Brassica oleracea var. medullosa, Brassica oleracea var. microcephala, Brassica oleracea var. micropodium, Brassica oleracea var. oblonga, Brassica oleracea var. obovata, Brassica oleracea var. opsibotrys, Brassica oleracea var. opsigongyla, Brassica oleracea var. opsjodusa, Brassica oleracea var. palmifolia, Brassica oleracea var. pentovillea, Brassica oleracea var. percrispa, Brassica oleracea var. phaeusa, Brassica oleracea var. plumacea, Brassica oleracea var. praecox, Brassica oleracea var. procera, Brassica oleracea var. protobotrys, Brassica oleracea var. protojodusa, Brassica oleracea var. pyramidula, Brassica oleracea var. quercifolia, Brassica oleracea var. ramosa, Brassica oleracea var. rubra, Brassica oleracea var. sabauda, Brassica oleracea var. sabellica, Brassica oleracea var. schizogongyla, Brassica oleracea var. scotica, Brassica oleracea var. selenisia, Brassica oleracea var. selinoides, Brassica oleracea var. semiclausa, Brassica oleracea var. serotissima, Brassica oleracea var. sibirica, Brassica oleracea var. sphaerica, Brassica oleracea var. sublaciniata, Brassica oleracea var. subrubens, Brassica oleracea var. sylvestris, Brassica oleracea var. theiusa, Brassica oleracea var. ulmensis, Brassica oleracea var. veris, Brassica oleracea var. viridis, Brassica oleracea var. vulgaris, Brassica peregrina, Brassica quercifolia, Brassica rubra, Brassica rupestris subsp. gongylodes, Brassica rupestris var. gongylodes, Brassica sabellica, Brassica suttoniana, Brassica sylvestris, Crucifera brassica, Napus oleracea, Rapa rotunda, Raphanus brassica, Raphanus brassica-officinalis, Raphanus erucoides, Sinapis brassicata","Brassica oleracea var. dinojodusa, B. oleracea var. subrubens, B. oleracea var. jodogongyla, B. oleracea var. depressa, B. oleracea subvar. vulgaris, B. oleracea var. atrorubens, B. oleracea var. protobotrys, B. oleracea subvar. cymosa-albida, B."
"2164","20100315154438-669428706.169128","Yes",40046,"Cyperales","Cyperaceae","Eleocharis","geniculata",NA,"Eleocharis geniculata","species","(L.) Roem. & Schult.",NA,"Wagner et al. 2012","Oppenheimer, 2003; Imada et al., 2008","Canada spikesedge","ELEGEN","Graminoid","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",40046,"KALA",NA,"Graminoid","Non-Native","nat",NA,NA,NA,NA,"Eleocharis geniculata","(L.) Roem. & Schult.","646DBAEE-C033-40FF-9F5A-C7B695F8E91D","Eleocharis geniculata","(L.) Roem. & Schult.","Accepted","646DBAEE-C033-40FF-9F5A-C7B695F8E91D","Accepted","1029981-2","A4B562FC-C07D-4582-BB3C-AFB51083FF51","Eleocharis geniculata","(L.) Roem. & Schult.","Syst. Veg., ed. 15 bis 2: 150 (1817)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Eleocharis","NULL","geniculata","NULL","NULL","Least Concern","NULL","spikerush","Yes","Eleocharis geniculata","Bulbostylis capitata, Bulbostylis geniculatus, Chlorocharis capitata, Chlorocharis geniculata, Cyperus capitatus, Eleocharis brizantha, Eleocharis capitata, Eleocharis capitata var. dispar, Eleocharis capitata var. typica, Eleocharis caribaea, Eleocharis caribaea var. achlamydea, Eleocharis caribaea var. dispar, Eleocharis caribaea var. stokesii, Eleocharis densisquamata, Eleocharis dispar, Eleocharis geniculata f. brunnea, Eleocharis geniculata var. minor, Eleocharis kirkii, Eleocharis melanosperma, Eleocharis mexicana, Eleocharis riparia, Eleocharis setacea, Eleocharis singularis, Eleocharis sintenisii, Eleocharis valida, Eleogenus capitatus, Eleogenus capitatus var. intermedius, Eleogenus capitatus var. major, Eleogenus capitatus var. minor, Eleogenus capitatus var. recurvus, Limnochloa constricta, Limnochloa densa, Limnochloa geniculata, Megadenus capitatus, Scirpus atrofactus, Scirpus brownii, Scirpus capitatus, Scirpus caribaeus, Scirpus constrictus, Scirpus depressus, Scirpus geniculatus, Scirpus geniculatus var. minor, Scirpus interstinctus, Scirpus repens, Scirpus validus, Trichophyllum capitatum","Scirpus validus, Eleogenus capitatus, E. capitatus var. minor, E. capitatus var. recurvus, E. capitatus var. major, E. capitatus var. intermedius, Eleocharis capitata var. typica, E. caribaea, E. capitata var. dispar, E. capitata, E. caribaea var."
"2165","20100315154438-669480025.76828","Yes",503086,"Lycopodiales","Lycopodiaceae","Huperzia","serrata",NA,"Huperzia serrata","species","(Thunb. ex Murray) Trevis.","Lycopodium serratum","2012 Bishop Museum Technical Report 60","Palmer 2003","huluhulu-a-`iole","HUPSER1","Fern ally","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",503086,"HALE",NA,"Fern ally","Native","ind",NA,NA,NA,NA,"Huperzia serrata","(Thunb. ex Murray) Trevis.","2DF4E0CD-60F8-4A8A-B47A-02AAD24CA2FE","Huperzia serrata","(Thunb.) Trevis.","Accepted","2DF4E0CD-60F8-4A8A-B47A-02AAD24CA2FE","Accepted","20004840-1","BF46D1E0-41F8-44F3-A4DC-3D6CECEF4A42","Huperzia serrata","(Thunb.) Trevis.","Atti Soc. Ital. Sci. Nat. 17(2): 248 (1874)","species","Viridiplantae","Lycopodiophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Huperzia","NULL","serrata","NULL","NULL","NULL","NULL","NULL","Yes","Huperzia serrata","Huperzia myriophyllifolia, Huperzia selago subsp. serrata, Huperzia selago var. serrata, Huperzia serrata f. intermedia, Huperzia serrata var. intermedia, Huperzia serrata var. myriophyllifolia, Huperzia serrata var. paucidentata, Lycopodium khasianum, Lycopodium sargassifolium, Lycopodium serratum, Lycopodium serratum f. intermedium, Lycopodium serratum f. paucidentatum, Lycopodium serratum var. minor, Lycopodium serratum var. myriophyllifolium, Lycopodium serratum var. thunbergii, Urostachys myriophyllifolius, Urostachys serratus, Urostachys serratus var. japoniconeotropicus, Urostachys serratus var. sachalinensis","Lycopodium serratum f. intermedium, L. serratum var. myriophyllifolium, L. serratum var. thunbergii, L. serratum var. minor, L. serratum f. paucidentatum, L. serratum, Huperzia serrata var. intermedia, H. serrata var. paucidentata, H. serrata f."
"2166","20100315154438-669546246.528625","Yes",529180,"Myrtales","Myrtaceae","Metrosideros","waialealae","var. fauriei","Metrosideros waialealae var. fauriei","varietas","(Rock) Rock; (H. Lév) J. W. Dawson & Stemmerm.",NA,"Wagner et al. 2012","Oppenheimer et al., 1999","Kauai bottlebrush","METWAI","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",529180,"KALA","Metrosideros waialealae var. fauriei","Shrub","Native","end",NA,NA,NA,NA,"Metrosideros waialealae var. fauriei","(Rock) Rock; (H. Lév) J. W. Dawson & Stemmerm.","81A741D1-7603-4A7D-87FC-5152C8147E1C","Metrosideros waialealae var. fauriei","(H.Lév.) J.W.Dawson & Stemmerm.","Accepted","81A741D1-7603-4A7D-87FC-5152C8147E1C","Accepted","955613-1","7FBF2930-39B4-4F3A-8295-026E41516BFE","Metrosideros waialealae var. fauriei","(H.Lév.) J.W.Dawson & Stemmerm.","Bishop Mus. Occas. Pap. 29: 109 (1989)","variety","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Myrtales","Myrtaceae","Metrosideros","NULL","waialealae","fauriei","NULL","Endangered","B1ab(iii)+2ab(iii)","‘ōhi‘a, ‘ōhi‘a lehua, lehua","Yes","Metrosideros waialealae var. fauriei","Metrosideros collina var. fauriei, Metrosideros polymorpha var. fauriei, Nania fauriei","Metrosideros polymorpha var. fauriei, M. collina var. fauriei, Nania fauriei"
"2167","20100315154438-67063212.3947144","Yes",34774,"Campanulales","Goodeniaceae","Scaevola","gaudichaudiana",NA,"Scaevola gaudichaudiana","species","Cham.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","mountain naupaka","SCAGAU1","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",34774,"PUHO","naupaka kuahiwi","Shrub","Native","end",NA,NA,NA,NA,"Scaevola gaudichaudiana","Cham.","D5819649-4B8D-4334-AD1F-E9E8237C3619","Scaevola gaudichaudiana","Cham.","Accepted","D5819649-4B8D-4334-AD1F-E9E8237C3619","Accepted","384204-1","347F7E4B-2769-4F08-B94C-00826D11E61C","Scaevola gaudichaudiana","Cham.","Linnaea 8: 226 (1833)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Goodeniaceae","Scaevola","NULL","gaudichaudiana","NULL","NULL","NULL","NULL","naupaka kuahiwi","Yes","Scaevola gaudichaudiana","Scaevola chamissoniana var. pubescens, Scaevola ciliata, Scaevola gaudichaudiana f. leucocarpa, Scaevola gaudichaudiana var. kauaiensis, Scaevola gaudichaudiana var. stenolithos, Scaevola gaudichaudii var. dentata, Scaevola kahanae, Scaevola ligustrifolia, Scaevola pubescens, Scaevola skottsbergii, Temminckia ciliata","Scaevola chamissoniana var. pubescens, S. gaudichaudiana var. kauaiensis, S. gaudichaudiana var. stenolithos, S. gaudichaudiana f. leucocarpa, S. gaudichaudii var. dentata, S. ligustrifolia, S. pubescens, S. skottsbergii, S. kahanae, Temminckia"
