created_at,observed_on_string,taxon.name,taxon.rank,taxon.preferred_common_name,uri,location,geoprivacy,positional_accuracy_meters,user.login,park,parkName,row_id
2025-02-17T12:33:02-10:00,2025-02-15 14:18:01-10:00,Lycopodium clavatum,species,stag's-horn clubmoss,https://www.inaturalist.org/observations/262045536,"19.4111739245,-155.2510074398",NA,146,m-roth,Hawaii Volcanoes National Park,HAVO,38114
2025-02-15T00:55:37-10:00,2025-02-09 12:24:41-10:00,Allamanda cathartica,species,Golden Trumpet,https://www.inaturalist.org/observations/261712672,"19.4123366667,-155.2433616667",NA,14,wilywill,Hawaii Volcanoes National Park,HAVO,38173
2025-02-12T10:43:13-10:00,2025-01-21 11:30:48-10:00,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/261474059,"19.43932,-155.304275",NA,241,radamisprime,Hawaii Volcanoes National Park,HAVO,38193
2025-02-09T21:10:35-10:00,2025-02-09 11:44:42-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/261223512,"19.4167833333,-155.2430716667",NA,3,wilywill,Hawaii Volcanoes National Park,HAVO,38249
2025-02-09T21:09:30-10:00,2025-02-09 11:45:11-10:00,Anthurium andraeanum,species,painter's-palette,https://www.inaturalist.org/observations/261223464,"19.41675,-155.2430583333",NA,4,wilywill,Hawaii Volcanoes National Park,HAVO,38251
2025-02-09T20:29:06-10:00,2025-02-09 15:44:18,Microlepia setosa setosa,variety,palapalai,https://www.inaturalist.org/observations/261221464,"19.4428083333,-155.3030694444",NA,NA,elly22,Hawaii Volcanoes National Park,HAVO,38267
2025-02-01T03:20:06-10:00,2021-08-15 19:01:17,Cassia × nealiae,hybrid,rainbow shower tree,https://www.inaturalist.org/observations/260256945,"19.4329017975,-155.2732039243",NA,60,lifelostsoul,Hawaii Volcanoes National Park,HAVO,38370
2025-01-26T23:09:04-10:00,2025/01/25 7:09 AM,Gamochaeta pensylvanica,species,Pennsylvania Cudweed,https://www.inaturalist.org/observations/259745940,"19.4265347171,-155.2587278605",NA,20,kbkash,Hawaii Volcanoes National Park,HAVO,38433
2025-01-20T20:15:34-10:00,2025-01-20 14:13:02-10:00,Wikstroemia uva-ursi,species,ʻĀkia,https://www.inaturalist.org/observations/259132550,"19.2951116667,-155.30925",NA,3,danielleruais,Hawaii Volcanoes National Park,HAVO,38641
2025-01-18T21:40:06-10:00,2025/01/18 12:15 PM,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/258921274,"19.4175036534,-155.2457940234",NA,20,kbkash,Hawaii Volcanoes National Park,HAVO,38666
2025-01-13T17:57:22-10:00,2025-01-10 13:20:31,Plantago asiatica,species,Asian plantain,https://www.inaturalist.org/observations/258434919,"19.4313784542,-155.2601294965",NA,10,yerbasanta,Hawaii Volcanoes National Park,HAVO,38764
2025-01-03T16:03:57-10:00,2025-01-03 16:03:46-10:00,Tillandsia usneoides,species,Spanish moss,https://www.inaturalist.org/observations/257301033,"19.4295927735,-155.2572908696",NA,4,chowmein,Hawaii Volcanoes National Park,HAVO,39088
2025-07-10T19:34:49-10:00,2025-07-10,Averrhoa bilimbi,species,Bilimbi,https://www.inaturalist.org/observations/296947412,"21.188585,-156.980195",NA,NA,dustinsummer,Kalaupapa National Historical Park,KALA,39272
2025-05-08T23:20:49-10:00,2025-05-08 10:01:38-10:00,Erythrina crista-galli,species,Cockspur coral tree,https://www.inaturalist.org/observations/279658727,"21.1885500019,-156.9839033333",NA,20,dustinsummer,Kalaupapa National Historical Park,KALA,39280
2025-01-28T12:45:08-10:00,2024/04/23 12:27 PM,Amaranthus viridis,species,green amaranth,https://www.inaturalist.org/observations/259906101,"21.186294,-156.949788",NA,4,pacn_plants,Kalaupapa National Historical Park,KALA,39285
2025-01-27T10:23:50-10:00,2024/04/18 8:30 AM,Ruellia prostrata,species,Prostrate Wild Petunia,https://www.inaturalist.org/observations/259791633,"21.207681,-156.964001",NA,4,pacn_plants,Kalaupapa National Historical Park,KALA,39303
2025-09-17T14:11:40-10:00,2025/08/05 1:57 PM,Porophyllum ruderale,species,yerba porosa,https://www.inaturalist.org/observations/314687810,"19.6711695997,-156.024259",NA,NA,biisc,Kaloko-Honokohau National Historical Park,KAHO,39507
2025-09-16T17:23:41-10:00,2025-09-16 09:20:54,Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/314498833,"19.6784861111,-156.0214055556",NA,NA,shauna1,Kaloko-Honokohau National Historical Park,KAHO,39511
2025-05-10T12:49:46-10:00,2025-05-10 12:48:54-10:00,Cenchrus setosus,species,feathery pennisetum,https://www.inaturalist.org/observations/280081704,"19.668225,-156.0267945",NA,2,raddadchad,Kaloko-Honokohau National Historical Park,KAHO,39728
2025-03-23T16:17:28-10:00,2025-03-23 16:17:23-10:00,Cordia sebestena,species,Scarlet Cordia,https://www.inaturalist.org/observations/266690210,"19.6711420505,-156.023982191",NA,3,christinegu,Kaloko-Honokohau National Historical Park,KAHO,39760
2025-01-13T11:00:34-10:00,2025-01-13 10:54:13,Momordica charantia charantia,subspecies,NA,https://www.inaturalist.org/observations/258403991,"19.67732,-156.020544",NA,NA,ewrunn1ng,Kaloko-Honokohau National Historical Park,KAHO,39889
2025-01-08T10:04:55-10:00,Wed Jan 08 2025 10:04:48 GMT -1000 (HST),Pteris vittata,species,Ladder brake,https://www.inaturalist.org/observations/257842436,"19.6786460876,-156.0214996338",NA,124,bealynn2211,Kaloko-Honokohau National Historical Park,KAHO,39900
2025-01-08T09:54:31-10:00,Wed Jan 08 2025 09:54:11 GMT -1000 (HST),Capparis spinosa,species,Caper Bush,https://www.inaturalist.org/observations/257840668,"19.6786174774,-156.0213928223",NA,149,bealynn2211,Kaloko-Honokohau National Historical Park,KAHO,39902
2025-01-06T12:57:58-10:00,2025/01/03 12:48 PM,Sida cordifolia,species,flannel weed,https://www.inaturalist.org/observations/257643296,"19.678846979,-156.0219152094",NA,NA,kbkash,Kaloko-Honokohau National Historical Park,KAHO,39909
